CATEGORY,SUBCAT_GRP,SUBCATEGORY,ITEM_NAME,VENDOR_NAME,Brand,Yesterday_Sales_ThisYear,Yesterday_Sales_LastYear,WeekToDate_Sales_ThisYear,WeekToDate_Sales_LastYear,LastWeek_Sales_ThisYear,LastWeek_Sales_LastYear,MonthToDate_Sales_ThisYear,MonthToDate_Sales_LastYear,YearToDate_Sales_ThisYear,YearToDate_Sales_LastYear,Yesterday_Units_ThisYear,Yesterday_Units_LastYear,WeekToDate_Units_ThisYear,WeekToDate_Units_LastYear,LastWeek_Units_ThisYear,LastWeek_Units_LastYear,MonthToDate_Units_ThisYear,MonthToDate_Units_LastYear,YearToDate_Units_ThisYear,YearToDate_Units_LastYear
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1669,Supplier426,Private,"$66,562 ","$42,748 ","$320,907 ","$186,375 ","$136,942 ","$85,922 ","$1,217,599 ","$721,790 ","$3,117,188 ","$2,358,892 "," 4,698 "," 3,893 "," 22,638 "," 16,956 "," 9,639 "," 7,818 "," 85,725 "," 65,706 "," 219,817 "," 214,118 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1670,Supplier196,National,"$10,721 ","$10,013 ","$37,223 ","$26,236 ","$39,876 ","$36,728 ","$241,563 ","$206,283 ","$712,538 ","$567,758 ", 955 ," 1,032 "," 3,317 "," 2,705 "," 3,553 "," 3,786 "," 21,524 "," 21,269 "," 63,550 "," 58,534 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1671,Supplier426,National,"$6,093 ","$5,492 ",$192 ,$131 ,"$65,996 ","$60,254 ","$174,408 ","$140,938 ","$455,352 ","$389,426 ", 495 , 681 , 16 , 16 ," 5,357 "," 7,430 "," 14,157 "," 17,326 "," 36,961 "," 47,598 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1672,Supplier196,National,$339 ,$189 ,"$20,398 ","$7,754 ","$29,286 ","$13,469 ","$6,834 ","$4,000 ","$151,983 ","$141,131 ", 24 , 19 ," 1,433 ", 785 ," 2,057 "," 1,363 ", 480 , 405 ," 11,141 "," 14,326 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1673,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($10), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1674,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1675,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($5),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (1), -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1676,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,106 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 171 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1677,Supplier135,National,$0 ,$437 ,$0 ,"$4,202 ",$0 ,"$10,701 ",$0 ,"$11,254 ",$0 ,"$46,435 ", -   , 25 , -   , 238 , -   , 642 , -   , 655 , -   ," 3,073 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1678,Supplier135,National,$0 ,$402 ,$0 ,"$14,792 ",$0 ,"$5,267 ",$0 ,"$46,435 ",$0 ,"$76,664 ", -   , 22 , -   , 847 , -   , 299 , -   ," 2,648 ", -   ," 4,994 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1679,Supplier135,National,"$39,449 ","$29,630 ","$843,054 ","$486,124 ","$640,169 ","$606,529 ","$1,440,314 ","$1,140,504 ","$3,669,021 ","$3,141,326 "," 3,161 "," 2,874 "," 67,549 "," 47,160 "," 51,291 "," 58,842 "," 115,399 "," 110,646 "," 325,017 "," 332,129 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1680,Supplier508,National,"$28,751 ","$24,820 ","$252,792 ","$179,526 ","$87,887 ","$99,857 ","$328,211 ","$320,918 ","$1,482,348 ","$1,381,021 "," 3,599 "," 3,550 "," 31,658 "," 25,637 "," 11,008 "," 14,262 "," 41,106 "," 46,262 "," 185,674 "," 197,976 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1681,Supplier508,National,"$5,944 ","$4,426 ","$46,605 ","$40,743 ","$21,943 ","$25,487 ","$138,838 ","$134,073 ","$51,565 ","$51,095 ", 696 , 657 ," 5,440 "," 6,056 "," 2,563 "," 3,826 "," 16,232 "," 20,019 "," 6,589 "," 8,038 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1682,Supplier135,National,"$6,600 ","$6,811 ","$27,845 ","$23,232 ","$8,653 ","$10,361 ","$37,256 ","$38,772 ","$172,074 ","$180,878 ", 813 ," 1,022 "," 3,431 "," 3,548 "," 1,066 "," 1,612 "," 4,589 "," 6,008 "," 21,210 "," 28,206 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1683,Supplier508,Private,"$2,888 ","$3,158 ","$9,856 ","$9,223 ","$11,519 ","$15,613 ","$13,683 ","$15,728 ","$225,781 ","$247,395 ", 582 , 638 ," 1,985 "," 1,864 "," 2,320 "," 3,159 "," 2,756 "," 3,182 "," 46,022 "," 50,050 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1684,Supplier196,National,"$2,259 ","$2,881 ","$2,454 ","$2,792 ","$8,670 ","$15,288 ","$38,938 ","$53,119 ","$137,131 ","$167,268 ", 516 , 724 , 560 , 702 ," 1,979 "," 3,841 "," 8,890 "," 13,347 "," 31,943 "," 42,029 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1685,Supplier508,National,"$1,087 ",$960 ,"$5,155 ","$4,085 ","$11,131 ","$14,794 ","$6,918 ","$7,401 ","$35,693 ","$37,758 ", 109 , 111 , 517 , 473 ," 1,115 "," 1,714 ", 693 , 857 ," 3,577 "," 4,545 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1686,Supplier508,National,$244 ,$153 ,"$1,785 ","$2,394 ",$906 ,"$1,120 ","$1,205 ","$1,545 ","$22,447 ","$21,503 ", 35 , 24 , 253 , 375 , 128 , 173 , 170 , 240 ," 3,164 "," 3,353 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1687,Supplier135,National,$369 ,$227 ,"$1,331 ","$1,268 ","$1,080 ","$1,153 ","$9,304 ","$8,924 ","$12,831 ","$11,253 ", 56 , 36 , 202 , 204 , 164 , 184 ," 1,414 "," 1,427 "," 1,951 "," 1,794 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1688,Supplier426,National,$131 ,$116 ,"$1,564 ","$1,040 ",$779 ,"$1,091 ","$1,953 ","$1,928 ","$8,973 ","$8,711 ", 14 , 12 , 166 , 110 , 82 , 115 , 206 , 203 , 947 , 947 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1689,Supplier135,National,$45 ,$505 ,"$1,512 ","$9,342 ",$988 ,"$7,157 ","$6,149 ","$34,808 ","$113,566 ","$169,936 ", 6 , 68 , 186 ," 1,257 ", 115 , 961 , 731 ," 4,678 "," 13,201 "," 22,830 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1690,Supplier508,National,$95 ,"$1,199 ",$73 ,$650 ,$340 ,"$3,497 ","$2,260 ","$19,711 ","$42,930 ","$41,480 ", 19 , 241 , 15 , 131 , 78 , 702 , 549 ," 3,958 "," 12,012 "," 8,329 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1691,Supplier196,National,$46 ,"$1,256 ",$249 ,"$4,949 ",$643 ,"$4,446 ","$1,874 ","$14,724 ","$2,646 ","$4,304 ", 6 , 159 , 32 , 628 , 82 , 564 , 239 ," 1,869 ", 347 , 546 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1692,Supplier135,National,$55 ,$0 ,$256 ,$0 ,$299 ,$0 ,$545 ,$0 ,$148 ,$0 , 11 , -   , 51 , -   , 60 , -   , 109 , -   , 28 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1693,Supplier196,National,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$7 ,$5 , -   , -   , 0 , -   , -   , -   , 0 , -   , 2 , 1 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1694,Supplier508,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($4),$0 ,($4),$63 , -   , -   , -   , -   , -   , -   , (1), -   , (1), 10 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S18 SALAD DRESSING,Item1695,Supplier135,National,$0 ,$142 ,$0 ,$504 ,$0 ,"$2,063 ",$0 ,"$4,024 ",$0 ,"$13,763 ", -   , 28 , -   , 99 , -   , 407 , -   , 795 , -   ," 2,750 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1696,Supplier426,Private,"$50,107 ","$45,621 ","$554,381 ","$447,620 ","$324,066 ","$381,591 ","$1,463,206 ","$1,403,548 ","$7,289,473 ","$7,297,746 "," 5,579 "," 5,138 "," 61,729 "," 50,414 "," 36,084 "," 42,957 "," 162,926 "," 158,035 "," 811,674 "," 821,905 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1697,Supplier508,Private,"$19,375 ","$14,809 ","$272,588 ","$167,775 ","$155,556 ","$135,094 ","$646,892 ","$458,309 ","$3,733,372 ","$1,951,023 "," 3,243 "," 2,808 "," 45,594 "," 31,833 "," 26,036 "," 25,602 "," 108,211 "," 86,884 "," 633,368 "," 369,677 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1698,Supplier426,Private,"$3,795 ","$1,978 ","$6,995 ","$3,124 ","$13,048 ","$8,261 ","$298,908 ","$143,857 ","$128,354 ","$21,535 ", 386 , 221 , 710 , 348 ," 1,325 ", 921 ," 30,344 "," 16,038 "," 13,152 "," 2,401 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1699,Supplier410,National,"$4,175 ","$5,911 ","$14,692 ","$18,715 ","$67,197 ","$124,621 ","$66,352 ","$76,326 ","$276,212 ","$259,679 ", 455 , 753 ," 1,588 "," 2,386 "," 7,703 "," 15,873 "," 7,728 "," 9,736 "," 33,691 "," 33,259 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1700,Supplier508,National,"$2,617 ",$0 ,$327 ,$0 ,"$65,664 ",$0 ,"$136,697 ",$0 ,"$388,054 ",$0 , 341 , -   , 43 , -   ," 8,580 ", -   ," 17,855 ", -   ," 46,602 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1701,Supplier426,Private,"$3,081 ","$12,610 ","$10,432 ","$22,106 ","$20,169 ","$46,111 ","$50,804 ","$87,295 ","$640,310 ","$411,114 ", 370 ," 1,292 "," 1,191 "," 2,265 "," 2,246 "," 4,724 "," 5,689 "," 8,944 "," 72,858 "," 42,124 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1702,Supplier426,National,$519 ,$0 ,"$21,880 ",$0 ,$27 ,$0 ,"$56,750 ",$0 ,"$253,965 ",$0 , 75 , -   ," 3,184 ", -   , 4 , -   ," 7,931 ", -   ," 30,448 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1703,Supplier196,National,$6 ,$0 ,"$5,177 ",$0 ,"$9,162 ",$0 ,"$42,961 ",$0 ,"$128,526 ",$0 , 2 , -   ," 1,301 ", -   ," 2,302 ", -   ," 10,794 ", -   ," 32,293 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1704,Supplier508,Private,$493 ,$0 ,"$1,466 ",$0 ,$0 ,$0 ,"$1,978 ",$0 ,"$1,001 ",$0 , 55 , -   , 163 , -   , -   , -   , 220 , -   , 111 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1705,Supplier161,National,$89 ,$202 ,$74 ,$284 ,$243 ,$450 ,$444 ,"$1,242 ","$8,256 ","$11,037 ", 7 , 16 , 6 , 22 , 19 , 35 , 35 , 97 , 644 , 860 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1706,Supplier508,National,$0 ,$138 ,$106 ,"$11,734 ",$23 ,"$2,499 ",$377 ,"$30,780 ","$2,834 ","$20,972 ", 0 , 14 , 11 ," 1,176 ", 3 , 250 , 49 ," 3,084 ", 304 ," 2,101 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1707,Supplier426,National,$2 ,$0 ,$67 ,$0 ,$311 ,$0 ,$991 ,($10),"$2,388 ",$63 , 0 , -   , 9 , -   , 42 , -   , 132 , (1), 383 , 8 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1708,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$977 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 748 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1709,Supplier426,National,$0 ,"$1,746 ",$0 ,"$10,674 ",$0 ,"$17,331 ",$0 ,"$46,996 ",$0 ,"$267,741 ", -   , 208 , -   ," 1,205 ", -   ," 1,856 ", -   ," 5,038 ", -   ," 27,787 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1710,Supplier508,National,$0 ,$49 ,$0 ,$6 ,$0 ,$87 ,$0 ,"$1,228 ",$0 ,"$27,067 ", -   , 6 , -   , 1 , -   , 11 , -   , 154 , -   ," 3,700 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1711,Supplier135,National,$0 ,$0 ,$63 ,$0 ,$13 ,$0 ,$209 ,$0 ,"$21,418 ",$0 , -   , -   , 45 , -   , 7 , -   , 128 , -   ," 5,704 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1712,Supplier426,National,$0 ,($5),$0 ,($3),$0 ,$0 ,$0 ,($2),$3 ,($5), -   , (1), -   , (1), -   , -   , -   , (0), 0 , (1)
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1713,Supplier508,Private,$0 ,$1 ,$0 ,$11 ,$0 ,$17 ,$0 ,$20 ,$0 ,$2 , -   , 0 , -   , 1 , -   , 2 , -   , 2 , -   , 0 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1714,Supplier426,National,$0 ,"$3,740 ",$0 ,"$10,921 ",$0 ,"$65,317 ",$0 ,"$55,436 ",($26),"$1,187,348 ", -   , 422 , -   ," 1,276 ", -   ," 7,523 ", -   ," 6,343 ", (3)," 133,630 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1715,Supplier135,National,$0 ,$131 ,$0 ,"$1,034 ",$0 ,$198 ,$0 ,"$3,084 ","$1,292 ",$267 , -   , 17 , -   , 131 , -   , 25 , -   , 392 , 928 , 34 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1716,Supplier508,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1717,Supplier135,National,$0 ,$263 ,$0 ,$670 ,$0 ,$655 ,$0 ,"$1,796 ",$0 ,"$20,911 ", -   , 44 , -   , 112 , -   , 110 , -   , 300 , -   ," 3,497 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1718,Supplier410,National,$0 ,$66 ,$0 ,"$1,020 ",$0 ,"$1,326 ",$0 ,$38 ,$208 ,"$29,887 ", -   , 10 , -   , 154 , -   , 218 , -   , 6 , 54 ," 4,392 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1719,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,052 ",$0 , -   , -   , -   , -   , -   , -   , -   , -   ," 1,705 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1720,Supplier508,National,$0 ,$87 ,$0 ,"$3,329 ",$0 ,"$3,316 ",$0 ,"$17,715 ",$49 ,"$105,743 ", -   , 11 , -   , 424 , -   , 436 , -   ," 2,348 ", 6 ," 13,849 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1721,Supplier426,National,$0 ,"$4,750 ",($5),"$62,492 ",$0 ,"$51,559 ",($4),"$279,689 ",$98 ,"$301,314 ", -   , 487 , (1)," 6,473 ", -   ," 5,629 ", (1)," 31,205 ", 19 ," 32,689 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1722,Supplier426,National,$0 ,$213 ,$0 ,"$3,556 ",$0 ,"$5,012 ",$0 ,"$26,993 ",$0 ,"$146,013 ", -   , 39 , -   , 650 , -   , 916 , -   ," 4,935 ", -   ," 26,693 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1723,Supplier410,National,$0 ,$0 ,$0 ,$14 ,$0 ,$5 ,$0 ,$40 ,$0 ,$69 , -   , -   , -   , 2 , -   , 1 , -   , 6 , -   , 10 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1724,Supplier508,Private,$0 ,$1 ,($5),$8 ,$3 ,$30 ,($0),$95 ,($8),"$160,233 ", -   , 0 , (1), 1 , 1 , 6 , -   , 18 , (2)," 32,231 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S19 SALAD TOPPINGS,Item1725,Supplier426,National,$0 ,($9),$0 ,$9 ,$0 ,$47 ,$0 ,$63 ,$0 ,"$2,020 ", -   , (1), -   , 1 , -   , 5 , -   , 6 , -   , 211 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1726,Supplier196,National,$290 ,$253 ,"$669,367 ","$431,356 ","$839,760 ","$827,295 ","$3,297,483 ","$2,656,355 ","$7,278,166 ","$6,201,589 ", 26 , 32 ," 60,905 "," 54,697 "," 84,234 "," 118,155 "," 337,281 "," 396,494 "," 737,100 "," 878,569 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1727,Supplier196,National,"$6,832 ","$5,290 ","$4,789 ","$2,891 ","$15,431 ","$13,825 ","$151,234 ","$114,411 ","$531,265 ","$444,869 ", 543 , 572 , 381 , 312 ," 1,226 "," 1,495 "," 12,017 "," 12,374 "," 43,561 "," 48,097 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1728,Supplier508,National,$913 ,$0 ,"$1,460 ",$0 ,$461 ,$0 ,"$2,652 ",$0 ,$944 ,$0 , 122 , -   , 195 , -   , 62 , -   , 355 , -   , 126 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1729,Supplier196,National,$0 ,$0 ,$111 ,$0 ,$514 ,$0 ,"$2,395 ",$0 ,"$10,742 ",$0 , 0 , -   , 7 , -   , 34 , -   , 160 , -   , 717 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1730,Supplier196,National,$4 ,$0 ,$153 ,$0 ,$226 ,$0 ,$520 ,$0 ,"$1,728 ",$0 , 0 , -   , 10 , -   , 15 , -   , 35 , -   , 115 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1731,Supplier135,National,$41 ,$42 ,$316 ,$217 ,$177 ,$152 ,"$1,346 ",$987 ,"$5,537 ","$4,771 ", 13 , 17 , 99 , 88 , 56 , 61 , 423 , 398 ," 1,741 "," 1,924 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1732,Supplier196,National,$44 ,$0 ,$408 ,$0 ,$302 ,$0 ,$974 ,$0 ,"$1,238 ",$0 , 3 , -   , 27 , -   , 20 , -   , 65 , -   , 83 , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1733,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($3), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1734,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$20,495 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,601 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S01 KETCHUP,Item1735,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,($2),$2 ,($3),$44 ,($15), -   , -   , -   , -   , -   , (0), 0 , (0), 5 , (2)
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1736,Supplier426,Private,"$1,114 ",$638 ,"$328,797 ","$234,249 ","$376,767 ","$352,144 ","$510,150 ","$437,766 ","$4,784,352 ","$4,130,597 ", 103 , 62 ," 28,623 "," 22,858 "," 32,149 "," 34,376 "," 43,823 "," 42,719 "," 411,754 "," 410,940 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1737,Supplier426,Private,"$2,003 ","$1,760 ","$7,343 ","$5,651 ","$15,374 ","$12,184 ","$57,629 ","$44,877 ","$330,189 ","$250,721 ", 125 , 137 , 459 , 442 , 962 , 954 ," 3,606 "," 3,514 "," 20,686 "," 20,646 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1738,Supplier426,Private,"$1,121 ","$1,062 ","$5,556 ","$4,411 ","$18,829 ","$15,082 ","$19,676 ","$16,573 ","$206,547 ","$178,725 ", 110 , 107 , 545 , 446 ," 1,849 "," 1,524 "," 1,932 "," 1,675 "," 20,287 "," 18,542 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1739,Supplier196,National,$158 ,$106 ,"$8,396 ","$5,578 ",$979 ,$751 ,"$17,396 ","$13,259 ","$26,765 ","$15,647 ", 10 , 10 , 525 , 508 , 61 , 68 ," 1,089 "," 1,208 "," 1,742 "," 1,426 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1740,Supplier426,Private,$0 ,$45 ,($78),"$1,679 ","$1,400 ","$2,516 ","$4,015 ","$6,267 ","$11,808 ","$10,344 ", -   , 5 , (8), 176 , 135 , 264 , 387 , 659 ," 1,155 "," 1,152 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1741,Supplier426,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$10 , -   , -   , -   , -   , -   , -   , -   , 0 , -   , 2 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1742,Supplier196,National,$0 ,$0 ,$356 ,$236 ,$81 ,$56 ,$353 ,$235 ,$212 ,$170 , -   , -   , 23 , 21 , 5 , 5 , 23 , 21 , 14 , 16 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S17 SALAD DRESSING - BUSINESS,Item1743,Supplier426,Private,$0 ,$16 ,$0 ,"$1,814 ",$0 ,"$1,078 ",$0 ,"$2,815 ","$12,119 ","$18,298 ", -   , 2 , -   , 182 , -   , 108 , -   , 282 ," 1,170 "," 1,874 "
