CATEGORY,SUBCAT_GRP,SUBCATEGORY,ITEM_NAME,VENDOR_NAME,Brand,Yesterday_Sales_ThisYear,Yesterday_Sales_LastYear,WeekToDate_Sales_ThisYear,WeekToDate_Sales_LastYear,LastWeek_Sales_ThisYear,LastWeek_Sales_LastYear,MonthToDate_Sales_ThisYear,MonthToDate_Sales_LastYear,YearToDate_Sales_ThisYear,YearToDate_Sales_LastYear,Yesterday_Units_ThisYear,Yesterday_Units_LastYear,WeekToDate_Units_ThisYear,WeekToDate_Units_LastYear,LastWeek_Units_ThisYear,LastWeek_Units_LastYear,MonthToDate_Units_ThisYear,MonthToDate_Units_LastYear,YearToDate_Units_ThisYear,YearToDate_Units_LastYear
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1591,Supplier410,National,"$1,233 ","$1,855 ","$16,939 ","$20,167 ","$4,269 ","$7,934 ","$31,115 ","$45,457 ","$357,148 ","$416,444 ", 306 , 440 ," 4,236 "," 4,774 "," 1,086 "," 1,879 "," 7,916 "," 10,765 "," 93,877 "," 98,578 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1592,Supplier135,National,"$2,583 ","$2,758 ","$6,213 ","$4,877 ","$13,918 ","$18,879 ","$32,352 ","$33,910 ","$252,049 ","$263,643 ", 326 , 395 , 784 , 698 ," 1,788 "," 2,701 "," 4,130 "," 4,853 "," 32,314 "," 38,031 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1593,Supplier135,National,"$1,645 ","$1,886 ",$9 ,$8 ,"$10,377 ","$15,483 ","$27,463 ","$30,862 ","$139,215 ","$137,172 ", 157 , 210 , 1 , 1 ," 1,041 "," 1,726 "," 2,712 "," 3,441 "," 13,824 "," 15,294 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1594,Supplier183,Private,$120 ,$95 ,"$2,686 ","$1,845 ",$900 ,"$1,066 ","$31,817 ","$27,693 ","$188,962 ","$169,029 ", 20 , 17 , 449 , 325 , 150 , 198 ," 5,321 "," 5,107 "," 31,599 "," 31,608 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1595,Supplier410,National,"$1,634 ","$1,827 ","$10,183 ","$9,227 ","$7,671 ","$12,727 ","$9,717 ","$11,652 ","$76,107 ","$86,413 ", 254 , 296 ," 1,597 "," 1,502 "," 1,226 "," 2,067 "," 1,545 "," 1,894 "," 12,115 "," 14,444 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1596,Supplier183,Private,$74 ,$79 ,"$1,198 ",$934 ,"$4,381 ","$5,503 ","$22,828 ","$23,369 ","$57,532 ","$57,300 ", 12 , 14 , 201 , 169 , 735 ," 1,023 "," 3,829 "," 4,323 "," 9,666 "," 10,702 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1597,Supplier426,National,$340 ,$355 ,"$1,425 ","$1,190 ",$885 ,"$1,130 ","$3,400 ","$3,716 ","$40,012 ","$41,177 ", 43 , 51 , 179 , 170 , 111 , 162 , 426 , 532 ," 5,014 "," 5,910 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1598,Supplier135,National,$102 ,$265 ,"$1,380 ","$2,163 ",$367 ,$945 ,"$5,048 ","$10,242 ",$998 ,"$2,154 ", 16 , 55 , 220 , 453 , 59 , 198 , 808 ," 2,143 ", 157 , 451 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1599,Supplier426,National,$0 ,$0 ,$0 ,($2),$0 ,$0 ,$0 ,($3),$0 ,($6), -   , -   , -   , (0), -   , -   , -   , (0), -   , (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S40 MARINATED VEGETABLES,Item1600,Supplier183,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S36 TACO SHELLS,Item1601,Supplier135,National,"$7,914 ",$0 ,"$11,677 ",$0 ,"$23,027 ",$0 ,"$82,727 ",$0 ,"$413,017 ",$0 ," 2,022 ", -   ," 2,356 ", -   ," 3,851 ", -   ," 14,861 ", -   ," 70,625 ", -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S36 TACO SHELLS,Item1602,Supplier135,National,"$2,622 ","$4,440 ","$27,998 ","$34,679 ","$16,541 ","$35,399 ","$14,289 ","$23,305 ","$70,507 ","$121,099 ", 454 , 891 ," 4,858 "," 6,964 "," 2,967 "," 7,108 "," 2,536 "," 4,692 "," 12,669 "," 24,351 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S36 TACO SHELLS,Item1603,Supplier135,National,$326 ,$381 ,$587 ,$539 ,"$2,134 ","$2,751 ","$5,293 ","$5,262 ","$16,971 ","$18,367 ", 67 , 79 , 121 , 112 , 442 , 570 ," 1,096 "," 1,089 "," 3,514 "," 3,803 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1604,Supplier135,National,"$2,144 ","$2,353 ","$9,367 ","$8,584 ","$55,453 ","$59,705 ","$217,633 ","$212,873 ","$269,083 ","$223,793 ", 427 , 485 ," 1,868 "," 1,756 "," 11,058 "," 12,262 "," 43,427 "," 43,612 "," 53,732 "," 54,909 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1605,Supplier135,National,$628 ,$0 ,"$4,300 ",$0 ,"$3,277 ",$0 ,"$13,771 ",$0 ,"$24,646 ","$10,374 ", 126 , -   , 863 , -   , 658 , -   ," 2,765 ", -   ," 4,949 "," 2,606 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1606,Supplier135,National,$1 ,$1 ,$47 ,$34 ,"$1,257 ","$2,005 ","$3,480 ","$4,302 ",$746 ,$772 , 0 , 0 , 5 , 4 , 124 , 236 , 345 , 507 , 76 , 102 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1607,Supplier135,National,$183 ,$150 ,$660 ,$539 ,"$1,718 ","$1,710 ","$1,085 ","$1,053 ","$10,668 ","$10,712 ", 24 , 19 , 85 , 69 , 221 , 220 , 139 , 135 ," 1,371 "," 1,377 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1608,Supplier135,National,$44 ,$16 ,$153 ,$96 ,$888 ,$105 ,"$1,548 ",$366 ,"$13,252 ",$718 , 8 , 4 , 28 , 23 , 162 , 25 , 282 , 87 ," 2,418 ", 170 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1609,Supplier135,National,$8 ,$17 ,$473 ,$571 ,$527 ,$458 ,$916 ,$966 ,"$1,199 ","$2,082 ", 2 , 4 , 95 , 143 , 106 , 115 , 184 , 243 , 241 , 523 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1610,Supplier135,National,$12 ,$127 ,$358 ,$421 ,$232 ,$308 ,"$1,120 ","$2,466 ","$2,352 ","$3,256 ", 2 , 24 , 69 , 81 , 45 , 59 , 214 , 472 , 451 , 715 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1611,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($1),($3), -   , -   , -   , -   , -   , -   , -   , -   , (0), (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1612,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1613,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($2),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1614,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1615,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$433 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 99 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S54 CANNED BEANS - 10,Item1616,Supplier135,National,$0 ,$82 ,$4 ,"$3,877 ",$0 ,$443 ,$3 ,"$5,257 ","$23,780 ","$45,830 ", -   , 15 , 1 , 696 , -   , 91 , 1 ," 1,042 "," 3,888 "," 9,358 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S32 SEASONAL DINNER SIDE,Item1617,Supplier135,National,"$3,985 ","$3,494 ","$26,579 ","$17,800 ","$9,765 ","$9,958 ","$62,001 ","$48,332 ","$238,809 ","$136,058 ", 589 , 704 ," 3,952 "," 3,638 "," 1,517 "," 2,049 "," 9,533 "," 9,928 "," 40,488 "," 28,738 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S32 SEASONAL DINNER SIDE,Item1618,Supplier412,National,"$1,647 ",$19 ,"$18,896 ",$184 ,"$3,254 ",$61 ,"$35,062 ",$493 ,"$45,114 ","$1,634 ", 166 , 3 ," 1,907 ", 27 , 328 , 9 ," 3,539 ", 71 ," 3,961 ", 240 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S32 SEASONAL DINNER SIDE,Item1619,Supplier410,National,$868 ,"$1,237 ","$5,237 ","$7,598 ","$3,493 ","$6,222 ","$2,848 ","$3,642 ","$35,150 ","$21,849 ", 204 , 214 ," 1,161 "," 1,312 ", 786 ," 1,075 ", 652 , 624 ," 8,400 "," 3,789 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S32 SEASONAL DINNER SIDE,Item1620,Supplier410,National,$15 ,$0 ,"$1,384 ",$0 ,$144 ,$0 ,"$7,535 ",$0 ,"$38,112 ",$193 , 4 , -   , 376 , -   , 37 , -   ," 2,004 ", -   ," 8,012 ", 109 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S32 SEASONAL DINNER SIDE,Item1621,Supplier412,National,$64 ,$0 ,$658 ,($6),$637 ,$0 ,$135 ,($0),"$18,797 ",($436), 16 , -   , 144 , (1), 134 , -   , 29 , (0)," 3,099 ", 26 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S42 SAUERKRAUT,Item1622,Supplier135,National,$340 ,$402 ,$647 ,$568 ,"$2,829 ","$4,799 ",$858 ,"$1,126 ","$2,292 ","$3,212 ", 78 , 105 , 149 , 148 , 653 ," 1,252 ", 198 , 294 , 530 , 841 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S42 SAUERKRAUT,Item1623,Supplier135,National,$276 ,$224 ,"$3,175 ","$2,221 ","$3,029 ","$2,909 ","$7,333 ","$6,734 ",$711 ,$609 , 55 , 45 , 638 , 446 , 608 , 584 ," 1,472 "," 1,352 ", 143 , 124 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S42 SAUERKRAUT,Item1624,Supplier135,National,$0 ,$3 ,$21 ,$144 ,$99 ,$389 ,$278 ,"$1,127 ",$827 ,"$1,303 ", -   , 0 , 3 , 20 , 13 , 53 , 38 , 153 , 117 , 180 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG CANNED PRODUCE,C43S60 INSTANT POTATOES,Item1625,Supplier183,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$6 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1626,Supplier426,National,$282 ,$69 ,$626 ,$154 ,$0 ,$0 ,$378 ,$351 ,$695 ,"$14,719 ", 20 , 5 , 45 , 11 , -   , -   , 27 , 25 , 50 ," 1,060 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1627,Supplier141,National,$285 ,$137 ,"$2,681 ","$1,975 ",$11 ,$38 ,"$2,530 ","$3,432 ",$387 ,$393 , 11 , 5 , 100 , 73 , 0 , 1 , 94 , 127 , 14 , 15 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1628,Supplier161,National,$42 ,$0 ,$364 ,$182 ,$910 ,$734 ,"$1,577 ","$1,450 ","$5,476 ","$6,709 ", 1 , -   , 6 , 3 , 15 , 12 , 25 , 23 , 88 , 108 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1629,Supplier141,National,$134 ,$0 ,$76 ,$0 ,$413 ,$26 ,"$1,287 ",$305 ,$862 ,$569 , 5 , -   , 3 , -   , 15 , 1 , 48 , 11 , 32 , 21 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1630,Supplier141,National,$16 ,$0 ,$257 ,$0 ,$121 ,$55 ,$722 ,$352 ,"$1,608 ",$929 , 1 , -   , 10 , -   , 5 , 2 , 28 , 14 , 62 , 36 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1631,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$4 ,$0 ,$0 ,$0 ,($4),$0 , -   , -   , -   , -   , 1 , -   , -   , -   , (1), -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1632,Supplier141,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$102 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1633,Supplier141,National,$0 ,$113 ,$0 ,$555 ,$0 ,$300 ,$0 ,"$2,819 ",$0 ,"$3,787 ", -   , 3 , -   , 15 , -   , 8 , -   , 78 , -   , 105 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1634,Supplier141,National,$0 ,$17 ,$14 ,$5 ,$95 ,$39 ,$921 ,$398 ,"$2,531 ","$1,663 ", -   , 1 , 1 , 0 , 4 , 2 , 36 , 15 , 98 , 64 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1635,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($20), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1636,Supplier141,National,$0 ,$0 ,$0 ,$112 ,$0 ,$546 ,$0 ,$115 ,$0 ,"$4,633 ", -   , -   , -   , 1 , -   , 7 , -   , 2 , -   , 62 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1637,Supplier141,National,$0 ,$0 ,$0 ,$43 ,$0 ,$129 ,$0 ,$225 ,$0 ,"$1,335 ", -   , -   , -   , 2 , -   , 5 , -   , 9 , -   , 52 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1638,Supplier141,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$566 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 21 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S91 DOT COM - DSV,Item1639,Supplier141,National,($2),$2 ,($10),$134 ,$448 ,$21 ,$498 ,$268 ,"$4,959 ","$3,676 ", (0), 0 , (0), 5 , 17 , 1 , 19 , 10 , 193 , 143 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S61 SPECIAL ORDER,Item1640,Supplier508,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S61 SPECIAL ORDER,Item1641,Supplier410,National,$0 ,$0 ,$51 ,$51 ,$0 ,$112 ,$673 ,"$1,010 ",$828 ,"$3,208 ", -   , -   , 0 , 0 , -   , 1 , 6 , 9 , 7 , 29 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S61 SPECIAL ORDER,Item1642,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S61 SPECIAL ORDER,Item1643,Supplier410,National,$0 ,$0 ,$1 ,$0 ,$0 ,$1 ,$1 ,$1 ,$8 ,$6 , -   , -   , 1 , -   , -   , 0 , 1 , 1 , 6 , 4 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S61 SPECIAL ORDER,Item1644,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$568 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S89 TRUCKLOADS,Item1645,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$68 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S89 TRUCKLOADS,Item1646,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,382 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 206 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S89 TRUCKLOADS,Item1647,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$14,939 ","$5,235 ", -   , -   , -   , -   , -   , -   , -   , -   , 954 , 496 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S89 TRUCKLOADS,Item1648,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$24,307 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 591 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG MISC,C43S89 TRUCKLOADS,Item1649,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$115,641 ",$0 , -   , -   , -   , -   , -   , -   , -   , -   ," 26,893 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1650,Supplier196,National,"$28,818 ","$26,269 ","$108,231 ","$79,445 ","$303,972 ","$302,497 ","$94,393 ","$77,616 ","$4,517,074 ","$2,939,730 "," 3,867 "," 4,707 "," 14,529 "," 14,233 "," 41,833 "," 56,348 "," 13,057 "," 14,732 "," 627,909 "," 566,647 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1651,Supplier135,National,"$22,776 ","$15,001 ","$193,931 ","$109,471 ","$283,257 ","$272,839 ","$7,667 ","$6,149 ","$2,748,566 ","$1,937,411 "," 1,964 "," 1,156 "," 16,761 "," 8,443 "," 24,461 "," 21,046 ", 663 , 474 ," 213,693 "," 165,271 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1652,Supplier196,National,"$8,234 ","$8,229 ","$9,880 ","$7,650 ","$91,885 ","$104,618 ","$795,896 ","$685,195 ","$1,492,404 ","$1,330,417 ", 945 ," 1,192 "," 1,134 "," 1,106 "," 10,545 "," 15,080 "," 91,395 "," 98,918 "," 174,161 "," 191,648 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1653,Supplier426,National,"$13,151 ","$5,714 ","$97,722 ","$33,870 ","$104,357 ","$51,995 ","$338,772 ","$142,359 ","$926,337 ","$388,328 "," 1,608 "," 1,062 "," 11,946 "," 6,296 "," 12,757 "," 9,664 "," 41,414 "," 26,460 "," 113,249 "," 72,284 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1654,Supplier410,National,"$8,787 ","$10,594 ","$134,951 ","$78,455 ","$82,320 ","$65,646 ","$68,913 ","$43,928 ","$24,458 ","$14,269 ", 834 ," 1,630 "," 12,768 "," 12,484 "," 7,795 "," 10,559 "," 6,535 "," 6,811 "," 2,344 "," 2,122 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1655,Supplier135,National,"$2,864 ","$1,843 ","$49,980 ","$27,433 ","$75,474 ","$63,936 ","$231,548 ","$172,924 ","$307,539 ","$205,802 ", 246 , 124 ," 4,315 "," 1,848 "," 6,500 "," 4,307 "," 19,959 "," 11,655 "," 23,898 "," 16,806 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1656,Supplier135,National,$980 ,$962 ,"$45,917 ","$42,643 ","$17,902 ","$29,594 ","$10,927 ","$17,141 ","$635,487 ","$2,636,528 ", 98 , 118 ," 4,600 "," 5,269 "," 1,794 "," 3,812 "," 1,095 "," 2,220 "," 63,711 "," 370,467 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1657,Supplier135,National,"$1,975 ","$1,872 ","$38,224 ","$35,189 ","$57,909 ","$66,614 ","$160,790 ","$161,481 ","$618,657 ","$1,131,651 ", 198 , 236 ," 3,830 "," 4,465 "," 5,803 "," 8,497 "," 16,111 "," 20,601 "," 63,002 "," 157,260 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1658,Supplier426,National,"$3,507 ","$2,720 ","$25,651 ","$16,185 ","$51,545 ","$49,093 ","$205,268 ","$151,554 ","$768,379 ","$566,721 ", 502 , 525 ," 3,675 "," 3,125 "," 7,386 "," 9,477 "," 29,409 "," 29,258 "," 110,084 "," 109,406 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1659,Supplier426,National,"$1,758 ","$1,613 ","$2,475 ","$1,806 ","$14,649 ","$16,772 ","$7,760 ","$7,126 ","$5,774 ","$5,120 ", 182 , 223 , 257 , 250 ," 1,520 "," 2,326 ", 805 , 988 , 599 , 708 
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1660,Supplier135,National,$303 ,$280 ,"$1,479 ","$1,237 ",$179 ,$257 ,"$9,000 ","$10,189 ","$15,714 ","$16,173 ", 36 , 39 , 174 , 171 , 21 , 36 ," 1,061 "," 1,411 "," 1,945 "," 2,299 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1661,Supplier135,National,$46 ,$0 ,$635 ,$0 ,$988 ,$0 ,"$2,318 ",$0 ,"$17,081 ",$0 , 4 , -   , 54 , -   , 83 , -   , 196 , -   ," 1,479 ", -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1662,Supplier426,National,$0 ,$478 ,$0 ,$649 ,$0 ,"$11,856 ",$0 ,"$30,463 ",$0 ,"$55,817 ", -   , 74 , -   , 100 , -   ," 1,830 ", -   ," 4,701 ", -   ," 8,614 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1663,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1664,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($0), -   , -   , -   , -   , -   , -   , -   , -   , -   , (0)
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1665,Supplier426,National,$0 ,$19 ,$0 ,$20 ,$0 ,$487 ,$0 ,"$5,328 ",$0 ,"$66,252 ", -   , 3 , -   , 3 , -   , 75 , -   , 822 , -   ," 10,224 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1666,Supplier135,National,$0 ,$0 ,$0 ,($9),$0 ,$0 ,$0 ,($4),($2),($2), -   , -   , -   , (1), -   , -   , -   , (0), (0), (0)
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S15 MAYONNAISE - RETAIL,Item1667,Supplier426,National,$0 ,$839 ,$0 ,"$1,511 ",$0 ,"$2,076 ",$0 ,"$21,872 ",$0 ,"$76,243 ", -   , 130 , -   , 233 , -   , 320 , -   ," 3,375 ", -   ," 11,766 "
C46 CAN PROTEIN - CONDIMENTS - PAS,CAT 46 SCG CONDIMENTS,C46S13 MAYONNAISE - BUSINESS,Item1668,Supplier196,National,"$72,795 ","$20,410 ","$309,017 ","$130,987 ","$121,752 ","$66,836 ","$266,480 ","$133,451 ","$4,493,333 ","$2,270,319 "," 5,321 "," 2,420 "," 22,589 "," 15,536 "," 8,909 "," 7,932 "," 19,487 "," 15,829 "," 355,533 "," 269,565 "
